ID_Pedido,ID_Cliente,Data_Pedido,Produto,Categoria,Preco_Unitario,Quantidade,Valor_Total
6821,422,2024-03-03,Ficção Científica,Livros,42.48,2,84.96
6822,1436,2024-05-20,Biografia,Livros,45.38,5,226.9
6823,121,2024-10-19,Barraca de Camping,Esportes e Lazer,260.15,1,260.15
6824,777,2025-07-03,Autoajuda,Livros,32.73,1,32.73
6825,1311,2023-09-26,Smartwatch,Eletrônicos,463.8,1,463.8
6826,714,2025-04-27,Ficção Científica,Livros,41.77,1,41.77
6827,604,2025-03-13,Bola de Futebol,Esportes e Lazer,59.88,1,59.88
6828,215,2025-02-27,Fantasia,Livros,42.19,2,84.38
6829,869,2025-02-14,Corda de Pular,Esportes e Lazer,21.2,4,84.8
6830,217,2024-04-30,Liquidificador,Casa e Cozinha,87.09,3,261.27
6831,741,2025-04-13,Óculos de Sol,Moda e Acessórios,85.21,5,426.05
6832,684,2023-08-28,Camiseta,Moda e Acessórios,46.87,1,46.87
6833,1103,2024-05-31,Ficção Científica,Livros,36.96,1,36.96
6834,290,2025-07-24,Calça Jeans,Moda e Acessórios,129.85,5,649.25
6835,1378,2024-02-23,Óculos de Sol,Moda e Acessórios,94.44,1,94.44
6836,847,2023-09-28,Jogo de Pratos,Casa e Cozinha,98.75,1,98.75
6837,113,2024-03-09,Camiseta,Moda e Acessórios,49.24,3,147.72
6838,1266,2025-06-16,Bicicleta Ergométrica,Esportes e Lazer,710.32,5,3551.6
6839,746,2024-01-23,Ficção Científica,Livros,40.01,1,40.01
6840,1188,2025-06-23,Smartphone,Eletrônicos,1271.8,1,1271.8
6841,903,2024-03-21,Camiseta,Moda e Acessórios,47.4,1,47.4
6842,900,2024-02-21,Bola de Futebol,Esportes e Lazer,55.08,1,55.08
6843,164,2024-11-20,Óculos de Sol,Moda e Acessórios,82.08,2,164.16
6844,1428,2024-12-12,Óculos de Sol,Moda e Acessórios,96.12,1,96.12
6845,364,2024-09-14,Calça Jeans,Moda e Acessórios,131.51,1,131.51
6846,865,2023-12-14,Ficção Científica,Livros,37.47,1,37.47
6847,1292,2025-05-24,Notebook,Eletrônicos,2470.0,2,4940.0
6848,1371,2024-12-07,Barraca de Camping,Esportes e Lazer,264.45,1,264.45
6849,919,2024-01-15,Carregador Portátil,Eletrônicos,93.59,1,93.59
6850,231,2024-09-21,Barraca de Camping,Esportes e Lazer,255.96,1,255.96
6851,736,2023-11-05,Smartwatch,Eletrônicos,464.55,1,464.55
6852,878,2023-11-02,Camiseta,Moda e Acessórios,45.69,1,45.69
6853,981,2023-10-15,Aspirador de Pó,Casa e Cozinha,275.98,1,275.98
6854,958,2025-01-20,Tablet,Eletrônicos,818.77,1,818.77
6855,804,2024-06-26,Óculos de Sol,Moda e Acessórios,95.7,1,95.7
6856,1354,2023-08-09,Smartwatch,Eletrônicos,492.05,2,984.1
6857,726,2024-12-26,Fone de Ouvido,Eletrônicos,147.26,1,147.26
6858,540,2024-12-17,Panela de Pressão,Casa e Cozinha,140.4,1,140.4
6859,980,2024-02-12,Panela de Pressão,Casa e Cozinha,150.17,2,300.34
6860,1134,2024-05-18,Bolsa de Couro,Moda e Acessórios,178.48,2,356.96
6861,753,2024-04-17,Notebook,Eletrônicos,2276.38,1,2276.38
6862,282,2023-10-11,Tênis,Moda e Acessórios,207.69,1,207.69
6863,1422,2024-12-05,Aspirador de Pó,Casa e Cozinha,322.33,3,966.99
6864,371,2025-07-23,Bola de Futebol,Esportes e Lazer,56.94,3,170.82
6865,1352,2024-07-01,Bicicleta Ergométrica,Esportes e Lazer,759.78,1,759.78
6866,972,2025-04-01,Biografia,Livros,49.96,2,99.92
6867,445,2024-08-19,Smartwatch,Eletrônicos,482.12,2,964.24
6868,375,2023-10-17,Bolsa de Couro,Moda e Acessórios,167.47,1,167.47
6869,664,2023-10-29,Ficção Científica,Livros,38.51,1,38.51
6870,720,2023-08-23,Smartwatch,Eletrônicos,487.52,1,487.52
6871,947,2024-05-13,Bicicleta Ergométrica,Esportes e Lazer,653.6,1,653.6
6872,542,2024-07-06,Fone de Ouvido,Eletrônicos,160.36,1,160.36
6873,1302,2023-10-14,Tablet,Eletrônicos,857.89,1,857.89
6874,328,2024-04-17,Bolsa de Couro,Moda e Acessórios,167.31,3,501.93
6875,252,2025-07-19,Camiseta,Moda e Acessórios,49.45,1,49.45
6876,470,2025-02-18,Liquidificador,Casa e Cozinha,80.09,2,160.18
6877,866,2024-07-27,Óculos de Sol,Moda e Acessórios,81.73,1,81.73
6878,963,2024-12-29,Bicicleta Ergométrica,Esportes e Lazer,637.51,1,637.51
6879,273,2024-01-14,Smartphone,Eletrônicos,1107.26,1,1107.26
6880,1026,2025-01-16,Barraca de Camping,Esportes e Lazer,240.15,4,960.6
6881,1220,2023-12-06,Corda de Pular,Esportes e Lazer,19.1,1,19.1
6882,1099,2023-12-15,Smartwatch,Eletrônicos,471.62,1,471.62
6883,109,2023-10-10,Bola de Futebol,Esportes e Lazer,55.47,1,55.47
6884,771,2025-01-10,Camiseta,Moda e Acessórios,45.49,1,45.49
6885,235,2023-09-25,Liquidificador,Casa e Cozinha,82.28,3,246.84
6886,612,2025-05-20,Tablet,Eletrônicos,839.41,2,1678.82
6887,314,2023-10-13,Smartphone,Eletrônicos,1144.46,1,1144.46
6888,932,2025-03-20,Camiseta,Moda e Acessórios,48.93,1,48.93
6889,1449,2023-10-22,Ficção Científica,Livros,36.65,3,109.95
6890,259,2025-06-11,Bicicleta Ergométrica,Esportes e Lazer,644.55,1,644.55
6891,166,2024-04-19,Smartwatch,Eletrônicos,455.99,1,455.99
6892,357,2024-02-01,Bola de Futebol,Esportes e Lazer,62.88,2,125.76
6893,581,2023-10-20,Smartphone,Eletrônicos,1239.53,1,1239.53
6894,1136,2024-08-03,Camiseta,Moda e Acessórios,50.19,1,50.19
6895,1489,2023-10-16,Romance,Livros,35.05,1,35.05
6896,1424,2024-08-01,Tênis,Moda e Acessórios,187.74,1,187.74
6897,348,2024-01-27,Tênis,Moda e Acessórios,192.07,4,768.28
6898,1485,2025-03-14,Smartwatch,Eletrônicos,545.17,3,1635.51
6899,1113,2025-01-01,Barraca de Camping,Esportes e Lazer,261.82,1,261.82
6900,877,2024-06-10,Corda de Pular,Esportes e Lazer,21.75,1,21.75
6901,774,2024-04-13,Barraca de Camping,Esportes e Lazer,255.01,1,255.01
6902,976,2025-05-26,Corda de Pular,Esportes e Lazer,18.51,2,37.02
6903,1112,2024-11-24,Tênis,Moda e Acessórios,199.04,3,597.12
6904,755,2024-01-18,Romance,Livros,33.06,1,33.06
6905,1138,2023-12-05,Bola de Futebol,Esportes e Lazer,59.53,3,178.59
6906,599,2024-06-15,Corda de Pular,Esportes e Lazer,21.61,1,21.61
6907,690,2024-05-06,Liquidificador,Casa e Cozinha,83.39,1,83.39
6908,1326,2025-04-22,Carregador Portátil,Eletrônicos,96.18,4,384.72
6909,647,2025-04-05,Bola de Futebol,Esportes e Lazer,63.52,5,317.6
6910,535,2025-05-13,Tablet,Eletrônicos,767.13,1,767.13
6911,764,2025-03-19,Tênis,Moda e Acessórios,190.27,1,190.27
6912,1397,2024-06-05,Ficção Científica,Livros,39.02,1,39.02
6913,1202,2024-07-05,Carregador Portátil,Eletrônicos,95.89,1,95.89
6914,1086,2024-11-11,Camiseta,Moda e Acessórios,53.52,1,53.52
6915,1001,2024-05-20,Ficção Científica,Livros,41.07,2,82.14
6916,391,2024-08-14,Bola de Futebol,Esportes e Lazer,60.68,1,60.68
6917,885,2024-04-08,Tênis,Moda e Acessórios,215.46,3,646.38
6918,369,2023-09-04,Aspirador de Pó,Casa e Cozinha,314.28,1,314.28
6919,930,2025-03-20,Camiseta,Moda e Acessórios,47.98,5,239.9
6920,1423,2025-04-28,Romance,Livros,38.03,2,76.06
6921,1469,2025-04-19,Autoajuda,Livros,28.56,1,28.56
6922,1397,2024-02-18,Aspirador de Pó,Casa e Cozinha,299.31,2,598.62
6923,467,2024-03-01,Camiseta,Moda e Acessórios,53.06,1,53.06
6924,891,2024-07-30,Tênis,Moda e Acessórios,208.54,2,417.08
6925,484,2024-10-07,Calça Jeans,Moda e Acessórios,119.66,1,119.66
6926,1128,2024-04-09,Aspirador de Pó,Casa e Cozinha,312.56,1,312.56
6927,1283,2023-09-15,Smartwatch,Eletrônicos,454.94,1,454.94
6928,1292,2024-05-03,Jogo de Pratos,Casa e Cozinha,91.91,2,183.82
6929,872,2024-03-01,Panela de Pressão,Casa e Cozinha,148.17,1,148.17
6930,1463,2023-12-10,Cafeteira,Casa e Cozinha,123.31,3,369.93
6931,1469,2025-06-10,Jogo de Pratos,Casa e Cozinha,105.41,1,105.41
6932,302,2025-01-14,Notebook,Eletrônicos,2615.33,1,2615.33
6933,1101,2024-05-21,Bola de Futebol,Esportes e Lazer,55.56,1,55.56
6934,660,2023-09-22,Cafeteira,Casa e Cozinha,129.29,1,129.29
6935,117,2024-10-07,Smartphone,Eletrônicos,1204.9,2,2409.8
6936,1017,2023-09-17,Autoajuda,Livros,32.86,2,65.72
6937,837,2025-03-31,Camiseta,Moda e Acessórios,48.66,1,48.66
6938,841,2025-05-15,Ficção Científica,Livros,43.09,2,86.18
6939,1165,2023-11-16,Cafeteira,Casa e Cozinha,124.38,4,497.52
6940,276,2023-09-18,Bicicleta Ergométrica,Esportes e Lazer,720.71,1,720.71
6941,1367,2024-10-04,Romance,Livros,35.89,1,35.89
6942,124,2024-07-14,Smartphone,Eletrônicos,1225.88,1,1225.88
6943,367,2023-10-17,Autoajuda,Livros,30.61,1,30.61
6944,240,2025-04-20,Corda de Pular,Esportes e Lazer,19.95,1,19.95
6945,1486,2023-09-14,Romance,Livros,33.28,2,66.56
6946,896,2025-05-27,Biografia,Livros,52.55,1,52.55
6947,712,2024-02-14,Aspirador de Pó,Casa e Cozinha,320.73,1,320.73
6948,581,2024-10-14,Bola de Futebol,Esportes e Lazer,56.75,1,56.75
6949,1076,2023-10-30,Smartphone,Eletrônicos,1088.26,1,1088.26
6950,521,2024-05-08,Corda de Pular,Esportes e Lazer,19.08,2,38.16
6951,503,2025-05-14,Barraca de Camping,Esportes e Lazer,237.79,2,475.58
6952,758,2023-08-02,Aspirador de Pó,Casa e Cozinha,276.79,1,276.79
6953,892,2025-03-13,Tablet,Eletrônicos,777.08,1,777.08
6954,589,2025-06-11,Óculos de Sol,Moda e Acessórios,86.63,1,86.63
6955,1203,2023-10-08,Corda de Pular,Esportes e Lazer,19.77,1,19.77
6956,727,2024-04-22,Liquidificador,Casa e Cozinha,74.75,1,74.75
6957,964,2024-01-04,Barraca de Camping,Esportes e Lazer,272.06,1,272.06
6958,251,2025-03-07,Tablet,Eletrônicos,738.66,5,3693.3
6959,1050,2024-04-04,Autoajuda,Livros,32.9,1,32.9
6960,181,2024-07-15,Autoajuda,Livros,32.93,1,32.93
6961,833,2024-09-05,Romance,Livros,33.5,1,33.5
6962,1264,2023-08-01,Bicicleta Ergométrica,Esportes e Lazer,648.6,1,648.6
6963,1041,2025-02-05,Calça Jeans,Moda e Acessórios,125.67,1,125.67
6964,1464,2024-10-30,Bolsa de Couro,Moda e Acessórios,163.04,3,489.12
6965,419,2024-04-24,Aspirador de Pó,Casa e Cozinha,321.01,1,321.01
6966,789,2024-02-20,Biografia,Livros,49.96,1,49.96
6967,818,2023-10-13,Notebook,Eletrônicos,2268.44,3,6805.32
6968,1022,2024-02-15,Panela de Pressão,Casa e Cozinha,155.18,1,155.18
6969,949,2025-03-24,Fantasia,Livros,48.54,1,48.54
6970,107,2025-03-10,Smartphone,Eletrônicos,1312.49,1,1312.49
6971,282,2024-07-09,Camiseta,Moda e Acessórios,49.42,1,49.42
6972,687,2024-11-14,Aspirador de Pó,Casa e Cozinha,320.64,1,320.64
6973,174,2025-03-17,Barraca de Camping,Esportes e Lazer,250.47,3,751.41
6974,497,2025-05-20,Aspirador de Pó,Casa e Cozinha,313.77,2,627.54
6975,1220,2024-01-09,Ficção Científica,Livros,36.97,2,73.94
6976,1146,2024-03-31,Smartphone,Eletrônicos,1272.65,1,1272.65
6977,588,2024-04-05,Barraca de Camping,Esportes e Lazer,228.01,2,456.02
6978,838,2023-11-18,Bicicleta Ergométrica,Esportes e Lazer,698.47,1,698.47
6979,173,2025-07-15,Smartphone,Eletrônicos,1272.51,1,1272.51
6980,618,2024-06-04,Ficção Científica,Livros,42.41,1,42.41
6981,877,2023-11-10,Carregador Portátil,Eletrônicos,87.2,4,348.8
6982,275,2024-03-28,Carregador Portátil,Eletrônicos,98.09,2,196.18
6983,1201,2024-10-16,Corda de Pular,Esportes e Lazer,18.88,2,37.76
6984,570,2023-12-20,Fone de Ouvido,Eletrônicos,164.31,1,164.31
6985,478,2024-01-15,Fone de Ouvido,Eletrônicos,143.64,4,574.56
6986,1230,2025-03-06,Cafeteira,Casa e Cozinha,129.53,2,259.06
6987,1241,2023-10-14,Barraca de Camping,Esportes e Lazer,265.58,4,1062.32
6988,619,2025-07-25,Óculos de Sol,Moda e Acessórios,92.79,1,92.79
6989,972,2023-08-13,Cafeteira,Casa e Cozinha,117.92,2,235.84
6990,1129,2025-01-19,Fantasia,Livros,43.59,1,43.59
6991,381,2024-07-14,Notebook,Eletrônicos,2275.93,1,2275.93
6992,788,2024-02-16,Jogo de Pratos,Casa e Cozinha,98.4,2,196.8
6993,1307,2023-10-15,Notebook,Eletrônicos,2543.74,1,2543.74
6994,725,2024-10-12,Autoajuda,Livros,28.13,1,28.13
6995,1195,2024-06-17,Camiseta,Moda e Acessórios,52.81,1,52.81
6996,1418,2024-02-07,Biografia,Livros,46.3,1,46.3
6997,584,2024-09-19,Fantasia,Livros,48.45,1,48.45
6998,1495,2023-12-09,Camiseta,Moda e Acessórios,52.04,1,52.04
6999,1111,2025-02-17,Notebook,Eletrônicos,2383.58,2,4767.16
7000,451,2024-10-09,Cafeteira,Casa e Cozinha,113.65,2,227.3
7001,375,2024-01-19,Carregador Portátil,Eletrônicos,86.5,2,173.0
7002,1073,2024-06-01,Liquidificador,Casa e Cozinha,87.96,1,87.96
7003,568,2025-06-05,Bolsa de Couro,Moda e Acessórios,190.01,1,190.01
7004,1424,2025-07-13,Fantasia,Livros,40.91,1,40.91
7005,1224,2024-02-19,Cafeteira,Casa e Cozinha,108.66,1,108.66
7006,772,2025-02-01,Tênis,Moda e Acessórios,203.41,4,813.64
7007,273,2025-06-09,Aspirador de Pó,Casa e Cozinha,313.82,2,627.64
7008,1321,2024-08-25,Camiseta,Moda e Acessórios,50.51,5,252.55
7009,772,2024-02-02,Panela de Pressão,Casa e Cozinha,144.28,2,288.56
7010,313,2024-12-03,Corda de Pular,Esportes e Lazer,19.3,2,38.6
7011,465,2023-10-05,Bolsa de Couro,Moda e Acessórios,195.38,5,976.9
7012,839,2024-06-18,Fone de Ouvido,Eletrônicos,147.96,2,295.92
7013,1390,2024-04-11,Bola de Futebol,Esportes e Lazer,60.0,2,120.0
7014,590,2024-01-20,Liquidificador,Casa e Cozinha,80.32,4,321.28
7015,245,2024-10-04,Romance,Livros,31.77,5,158.85
7016,1402,2025-01-30,Óculos de Sol,Moda e Acessórios,90.8,1,90.8
7017,1336,2025-04-07,Jogo de Pratos,Casa e Cozinha,95.25,2,190.5
7018,1045,2024-07-03,Bola de Futebol,Esportes e Lazer,60.86,1,60.86
7019,1120,2024-12-28,Autoajuda,Livros,30.0,2,60.0
7020,1118,2024-08-20,Panela de Pressão,Casa e Cozinha,160.4,1,160.4
7021,187,2024-06-17,Liquidificador,Casa e Cozinha,76.94,1,76.94
7022,1023,2024-09-30,Notebook,Eletrônicos,2394.22,2,4788.44
7023,395,2024-07-27,Camiseta,Moda e Acessórios,45.66,2,91.32
7024,1196,2025-03-09,Fone de Ouvido,Eletrônicos,138.51,1,138.51
7025,517,2023-09-22,Liquidificador,Casa e Cozinha,79.73,3,239.19
7026,782,2023-12-14,Autoajuda,Livros,27.55,3,82.65
7027,547,2025-04-15,Corda de Pular,Esportes e Lazer,20.15,5,100.75
7028,313,2024-02-21,Notebook,Eletrônicos,2255.24,2,4510.48
7029,277,2024-10-30,Bola de Futebol,Esportes e Lazer,55.41,2,110.82
7030,1389,2023-10-07,Tênis,Moda e Acessórios,210.56,2,421.12
7031,805,2023-11-10,Fantasia,Livros,44.83,1,44.83
7032,1233,2024-10-05,Bolsa de Couro,Moda e Acessórios,183.75,1,183.75
7033,1439,2024-05-16,Notebook,Eletrônicos,2646.86,3,7940.58
7034,449,2023-12-24,Autoajuda,Livros,28.78,1,28.78
7035,489,2024-01-15,Carregador Portátil,Eletrônicos,87.97,1,87.97
7036,783,2025-02-17,Liquidificador,Casa e Cozinha,77.99,1,77.99
7037,597,2023-08-09,Smartwatch,Eletrônicos,525.89,3,1577.67
7038,686,2023-09-11,Óculos de Sol,Moda e Acessórios,97.41,2,194.82
7039,1277,2025-01-01,Calça Jeans,Moda e Acessórios,111.58,2,223.16
7040,500,2025-03-27,Cafeteira,Casa e Cozinha,120.59,1,120.59
7041,372,2024-11-22,Óculos de Sol,Moda e Acessórios,87.06,4,348.24
7042,1133,2024-08-05,Fone de Ouvido,Eletrônicos,147.39,2,294.78
7043,588,2025-06-20,Romance,Livros,33.99,1,33.99
7044,1071,2024-12-29,Camiseta,Moda e Acessórios,52.58,1,52.58
7045,107,2025-01-22,Jogo de Pratos,Casa e Cozinha,103.21,2,206.42
7046,933,2024-02-07,Tênis,Moda e Acessórios,192.58,4,770.32
7047,542,2023-12-11,Autoajuda,Livros,31.03,1,31.03
7048,1363,2025-05-10,Fantasia,Livros,43.93,2,87.86
7049,798,2025-03-21,Tênis,Moda e Acessórios,209.8,1,209.8
7050,1187,2024-05-24,Notebook,Eletrônicos,2652.44,1,2652.44
7051,1420,2024-01-10,Ficção Científica,Livros,43.52,1,43.52
7052,1096,2024-01-26,Fone de Ouvido,Eletrônicos,153.4,1,153.4
7053,142,2025-06-01,Fantasia,Livros,42.83,1,42.83
7054,276,2024-02-14,Aspirador de Pó,Casa e Cozinha,301.29,4,1205.16
7055,1441,2025-03-19,Fone de Ouvido,Eletrônicos,158.15,3,474.45
7056,924,2024-03-18,Carregador Portátil,Eletrônicos,97.46,3,292.38
7057,296,2024-12-15,Fantasia,Livros,42.89,3,128.67
7058,255,2025-01-01,Tablet,Eletrônicos,853.71,4,3414.84
7059,1184,2024-07-25,Panela de Pressão,Casa e Cozinha,141.69,2,283.38
7060,282,2025-05-20,Fantasia,Livros,46.75,2,93.5
7061,1370,2025-02-01,Notebook,Eletrônicos,2413.44,5,12067.2
7062,296,2023-09-08,Cafeteira,Casa e Cozinha,130.99,4,523.96
7063,1466,2024-12-01,Camiseta,Moda e Acessórios,51.02,1,51.02
7064,295,2024-04-15,Cafeteira,Casa e Cozinha,114.56,1,114.56
7065,249,2024-05-16,Ficção Científica,Livros,38.07,1,38.07
7066,371,2024-07-22,Jogo de Pratos,Casa e Cozinha,93.53,1,93.53
7067,618,2025-07-03,Óculos de Sol,Moda e Acessórios,87.37,1,87.37
7068,1082,2023-10-02,Biografia,Livros,51.24,2,102.48
7069,1287,2025-02-21,Bicicleta Ergométrica,Esportes e Lazer,649.81,2,1299.62
7070,1311,2024-02-18,Calça Jeans,Moda e Acessórios,123.81,1,123.81
7071,589,2024-12-29,Óculos de Sol,Moda e Acessórios,90.96,2,181.92
7072,298,2024-04-25,Autoajuda,Livros,31.64,2,63.28
7073,852,2025-05-27,Smartwatch,Eletrônicos,474.38,1,474.38
7074,802,2025-05-17,Autoajuda,Livros,29.55,1,29.55
7075,1112,2023-09-10,Jogo de Pratos,Casa e Cozinha,105.31,1,105.31
7076,909,2024-10-27,Autoajuda,Livros,28.66,1,28.66
7077,1390,2025-06-21,Jogo de Pratos,Casa e Cozinha,99.55,2,199.1
7078,1263,2023-10-05,Óculos de Sol,Moda e Acessórios,85.54,1,85.54
7079,1124,2024-05-03,Barraca de Camping,Esportes e Lazer,243.09,5,1215.45
7080,126,2024-02-10,Fantasia,Livros,48.05,4,192.2
7081,428,2024-01-15,Autoajuda,Livros,27.93,1,27.93
7082,1191,2025-05-12,Bola de Futebol,Esportes e Lazer,55.35,1,55.35
7083,771,2025-04-20,Smartwatch,Eletrônicos,529.46,1,529.46
7084,785,2025-07-28,Cafeteira,Casa e Cozinha,122.63,2,245.26
7085,1116,2023-10-17,Jogo de Pratos,Casa e Cozinha,103.5,1,103.5
7086,189,2024-05-06,Barraca de Camping,Esportes e Lazer,254.99,1,254.99
7087,701,2025-03-27,Óculos de Sol,Moda e Acessórios,96.02,1,96.02
7088,759,2025-07-14,Autoajuda,Livros,28.99,1,28.99
7089,400,2024-09-19,Fone de Ouvido,Eletrônicos,154.64,1,154.64
7090,1246,2024-09-17,Óculos de Sol,Moda e Acessórios,92.15,1,92.15
7091,1159,2024-12-28,Camiseta,Moda e Acessórios,51.02,1,51.02
7092,978,2025-05-26,Notebook,Eletrônicos,2266.94,2,4533.88
7093,899,2025-05-01,Bicicleta Ergométrica,Esportes e Lazer,725.48,2,1450.96
7094,205,2023-09-22,Tênis,Moda e Acessórios,212.75,5,1063.75
7095,620,2023-08-09,Barraca de Camping,Esportes e Lazer,236.59,1,236.59
7096,684,2024-08-07,Tablet,Eletrônicos,859.49,1,859.49
7097,1046,2023-08-22,Cafeteira,Casa e Cozinha,118.58,2,237.16
7098,1403,2023-11-10,Ficção Científica,Livros,38.05,3,114.15
7099,993,2024-04-18,Cafeteira,Casa e Cozinha,112.96,1,112.96
7100,850,2023-12-03,Bicicleta Ergométrica,Esportes e Lazer,680.88,3,2042.64
7101,1356,2024-10-12,Liquidificador,Casa e Cozinha,77.19,2,154.38
7102,1279,2025-03-04,Biografia,Livros,53.14,2,106.28
7103,1230,2023-11-25,Smartphone,Eletrônicos,1234.06,1,1234.06
7104,325,2024-07-18,Aspirador de Pó,Casa e Cozinha,291.85,1,291.85
7105,1135,2023-08-05,Cafeteira,Casa e Cozinha,113.28,1,113.28
7106,1402,2024-01-29,Barraca de Camping,Esportes e Lazer,245.98,2,491.96
7107,503,2025-06-06,Smartphone,Eletrônicos,1159.28,1,1159.28
7108,968,2023-11-12,Carregador Portátil,Eletrônicos,92.49,1,92.49
7109,1342,2025-01-27,Smartwatch,Eletrônicos,485.92,1,485.92
7110,597,2023-12-28,Bola de Futebol,Esportes e Lazer,61.87,3,185.61
7111,412,2024-07-12,Jogo de Pratos,Casa e Cozinha,107.41,2,214.82
7112,948,2024-12-21,Fantasia,Livros,45.95,2,91.9
7113,709,2024-06-28,Tablet,Eletrônicos,745.44,3,2236.32
7114,399,2023-12-18,Aspirador de Pó,Casa e Cozinha,323.04,3,969.12
7115,165,2024-07-30,Aspirador de Pó,Casa e Cozinha,293.93,3,881.79
7116,739,2024-08-14,Bola de Futebol,Esportes e Lazer,57.4,3,172.2
7117,772,2024-09-12,Smartphone,Eletrônicos,1208.46,2,2416.92
7118,331,2025-04-26,Notebook,Eletrônicos,2699.32,1,2699.32
7119,1206,2023-09-15,Cafeteira,Casa e Cozinha,113.0,1,113.0
7120,356,2023-09-04,Romance,Livros,35.75,1,35.75
7121,851,2023-10-06,Jogo de Pratos,Casa e Cozinha,98.37,1,98.37
7122,1299,2025-02-03,Liquidificador,Casa e Cozinha,86.35,1,86.35
7123,988,2024-03-10,Aspirador de Pó,Casa e Cozinha,323.52,1,323.52
7124,880,2023-12-09,Fone de Ouvido,Eletrônicos,142.14,1,142.14
7125,784,2024-01-28,Barraca de Camping,Esportes e Lazer,235.34,1,235.34
7126,592,2023-11-27,Ficção Científica,Livros,42.69,2,85.38
7127,1254,2024-09-28,Camiseta,Moda e Acessórios,46.04,1,46.04
7128,327,2023-12-28,Corda de Pular,Esportes e Lazer,20.0,2,40.0
7129,588,2024-08-04,Camiseta,Moda e Acessórios,52.39,1,52.39
7130,195,2023-08-18,Smartphone,Eletrônicos,1105.24,1,1105.24
7131,854,2024-08-20,Romance,Livros,38.02,1,38.02
7132,821,2024-09-21,Bolsa de Couro,Moda e Acessórios,163.42,2,326.84
7133,326,2025-07-29,Tênis,Moda e Acessórios,203.36,1,203.36
7134,734,2024-02-15,Jogo de Pratos,Casa e Cozinha,95.86,1,95.86
7135,484,2025-01-30,Liquidificador,Casa e Cozinha,85.45,1,85.45
7136,706,2025-07-03,Jogo de Pratos,Casa e Cozinha,94.46,2,188.92
7137,1221,2024-07-03,Óculos de Sol,Moda e Acessórios,98.66,4,394.64
7138,1035,2025-03-30,Cafeteira,Casa e Cozinha,115.36,1,115.36
7139,468,2025-05-01,Aspirador de Pó,Casa e Cozinha,324.29,1,324.29
7140,1118,2023-09-18,Óculos de Sol,Moda e Acessórios,96.62,4,386.48
7141,1358,2023-12-29,Calça Jeans,Moda e Acessórios,113.94,1,113.94
7142,1217,2023-10-15,Smartphone,Eletrônicos,1213.37,1,1213.37
7143,588,2024-08-15,Jogo de Pratos,Casa e Cozinha,102.29,3,306.87
7144,419,2023-11-03,Corda de Pular,Esportes e Lazer,18.28,1,18.28
7145,1115,2024-08-30,Smartwatch,Eletrônicos,450.46,1,450.46
7146,338,2025-07-13,Bolsa de Couro,Moda e Acessórios,178.23,3,534.69
7147,1305,2025-06-11,Biografia,Livros,53.59,2,107.18
7148,1003,2024-09-29,Tablet,Eletrônicos,817.7,2,1635.4
7149,1109,2024-05-30,Fone de Ouvido,Eletrônicos,156.85,4,627.4
7150,516,2024-02-08,Calça Jeans,Moda e Acessórios,122.2,1,122.2
7151,563,2023-12-06,Smartphone,Eletrônicos,1313.44,1,1313.44
7152,1066,2025-03-15,Notebook,Eletrônicos,2501.42,2,5002.84
7153,717,2024-01-02,Bola de Futebol,Esportes e Lazer,58.32,1,58.32
7154,1447,2023-12-26,Jogo de Pratos,Casa e Cozinha,105.46,2,210.92
7155,269,2024-05-22,Ficção Científica,Livros,36.54,1,36.54
7156,1123,2023-11-23,Liquidificador,Casa e Cozinha,83.23,5,416.15
7157,627,2024-02-17,Notebook,Eletrônicos,2330.18,1,2330.18
7158,1479,2024-03-10,Tênis,Moda e Acessórios,213.9,5,1069.5
7159,1432,2024-04-03,Panela de Pressão,Casa e Cozinha,151.62,2,303.24
7160,141,2024-10-30,Panela de Pressão,Casa e Cozinha,148.9,1,148.9
7161,786,2024-08-29,Autoajuda,Livros,27.17,1,27.17
7162,1372,2025-03-26,Bolsa de Couro,Moda e Acessórios,196.74,2,393.48
7163,564,2024-10-07,Biografia,Livros,49.98,1,49.98
7164,1395,2025-04-22,Notebook,Eletrônicos,2473.6,4,9894.4
7165,574,2023-08-10,Calça Jeans,Moda e Acessórios,127.04,1,127.04
7166,298,2025-02-06,Panela de Pressão,Casa e Cozinha,144.76,1,144.76
7167,1309,2024-07-07,Bolsa de Couro,Moda e Acessórios,172.27,1,172.27
7168,1073,2024-06-18,Fone de Ouvido,Eletrônicos,151.57,1,151.57
7169,1345,2025-06-20,Bolsa de Couro,Moda e Acessórios,188.37,2,376.74
7170,693,2025-07-24,Autoajuda,Livros,29.9,2,59.8
7171,632,2025-06-23,Bolsa de Couro,Moda e Acessórios,177.22,1,177.22
7172,1423,2025-06-17,Carregador Portátil,Eletrônicos,93.94,1,93.94
7173,615,2023-11-07,Tênis,Moda e Acessórios,219.04,1,219.04
7174,1118,2024-01-05,Tênis,Moda e Acessórios,203.92,2,407.84
7175,1059,2023-11-12,Romance,Livros,35.65,1,35.65
7176,345,2023-08-03,Romance,Livros,33.42,1,33.42
7177,113,2024-05-18,Fone de Ouvido,Eletrônicos,156.88,5,784.4
7178,1031,2023-10-09,Óculos de Sol,Moda e Acessórios,88.1,1,88.1
7179,502,2024-07-12,Romance,Livros,37.77,2,75.54
7180,481,2024-05-05,Bolsa de Couro,Moda e Acessórios,190.82,1,190.82
